round,training_set_size,verified_samples_added,unlabeled_pool_size_at_round_start,total_detections,rejected_count,undetected_count,remaining_pool_size,unlabeled_pool_remaining,mAP50,mAP50-95,precision,recall,f1_score,fitness,inference_time_ms,round_training_time_seconds,cumulative_training_time_seconds
1,709,0,2836,,,,2836,0,0.5304115902196871,0.31549344713477223,0.6538442474637056,0.4578064980793854,0.5385399081875702,0.0,0.0,0.0,0.0
2,2212,1503,1333,2289,730,896,1333,0,0.7271014067229784,0.4843790996163251,0.8579742720589079,0.6060072160615788,0.7103076156111711,0.0,0.0,0.0,0.0
3,2710,498,835,1030,498,527,835,0,0.7802882394486025,0.5271297254884376,0.8601143397194396,0.7028611815236656,0.7735770302785471,0.0,0.0,0.0,0.0
4,2949,239,596,654,411,332,596,0,0.8123721441282568,0.5547528322892228,0.8645439333086662,0.7263343783021187,0.7894355913103285,0.0,0.0,0.0,0.0
5,3036,87,509,341,252,323,509,0,0.8346188704511032,0.5788269729155219,0.8975557833333128,0.7447786022401552,0.814061189506342,0.0,0.0,0.0,0.0
