epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,46.0962,1.86303,2.01412,2.70206,0.76119,0.16058,0.17102,0.10155,2.53226,3.10667,3.30481,0.000329365,0.000329365,0.0673929
2,83.761,1.66086,1.73885,2.50173,0.73378,0.17664,0.18685,0.11533,2.46211,2.8315,3.13096,0.000603056,0.000603056,0.0343332
3,122.078,1.53681,1.64577,2.40769,0.32265,0.17924,0.18353,0.10536,2.48406,2.78367,3.23147,0.000816746,0.000816746,0.00121357
4,161.056,1.47742,1.52658,2.3354,0.44083,0.18715,0.21317,0.11988,2.43588,2.72202,3.06457,0.00073,0.00073,0.00073
5,199.066,1.36461,1.41628,2.23017,0.43537,0.20175,0.21105,0.1331,2.32857,2.79685,2.95102,0.00064,0.00064,0.00064
6,235.244,1.33349,1.37388,2.15654,0.40942,0.20391,0.23964,0.13732,2.37894,2.54972,2.94813,0.00055,0.00055,0.00055
7,274.12,1.32086,1.33673,2.09408,0.64981,0.2064,0.26073,0.14975,2.31612,2.59601,2.89829,0.00046,0.00046,0.00046
8,312.112,1.25553,1.27689,2.0592,0.34851,0.28221,0.25453,0.15549,2.19205,2.51077,2.82509,0.00037,0.00037,0.00037
9,350.408,1.22191,1.21902,2.01907,0.38712,0.2806,0.27802,0.15324,2.27834,2.43057,2.83833,0.00028,0.00028,0.00028
10,389.567,1.17832,1.18038,1.97917,0.34223,0.28965,0.28588,0.16219,2.21473,2.41299,2.79626,0.00019,0.00019,0.00019
