round,training_set_size,verified_samples_added,unlabeled_pool_size_at_round_start,total_detections,rejected_count,undetected_count,remaining_pool_size,unlabeled_pool_remaining,mAP50,mAP50-95,precision,recall,f1_score,fitness,inference_time_ms,round_training_time_seconds,cumulative_training_time_seconds
1,709,0,2836,,,,2836,0,0.7463953301892094,0.4523211113410568,0.7319875494032304,0.6694402755986084,0.6993181354974247,0.0,0.0,0.0,0.0
2,2821,2112,724,3006,771,414,724,0,0.8508195069144147,0.5673263226856575,0.8486068048999182,0.7612185607930879,0.8025407779893612,0.0,0.0,0.0,0.0
3,3137,316,408,720,393,197,408,0,0.8751037848559123,0.5936801014854785,0.873497681046826,0.7955982672760762,0.8327301281976154,0.0,0.0,0.0,0.0
4,3210,73,335,226,150,214,335,0,0.8799022301197674,0.6101092392289792,0.8812034663618862,0.8098052768851259,0.8439970756142698,0.0,0.0,0.0,0.0
5,3256,46,289,175,129,184,289,0,0.8839551426205179,0.6217967214050094,0.8926342914379319,0.8174187686650967,0.853372378201498,0.0,0.0,0.0,0.0
