epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,77.0354,0.91854,0.76966,1.35102,0.84188,0.69118,0.79734,0.528,1.26143,1.11753,1.64074,0.000331641,0.000331641,0.0671675
2,146.242,0.9384,0.80951,1.36233,0.75775,0.70778,0.77274,0.48392,1.29407,1.23155,1.65997,0.000605127,0.000605127,0.0341077
3,215.76,0.97183,0.83055,1.38958,0.79455,0.72261,0.79502,0.51007,1.29396,1.1259,1.67661,0.000818613,0.000818613,0.000987817
4,283.888,0.95861,0.79482,1.3813,0.80112,0.73276,0.8165,0.52678,1.22613,1.0442,1.59524,0.00073,0.00073,0.00073
5,351.5,0.94719,0.76926,1.36354,0.84615,0.72353,0.81205,0.54346,1.17879,1.04554,1.53466,0.00064,0.00064,0.00064
6,419.522,0.90163,0.73799,1.33167,0.83621,0.71688,0.82059,0.54853,1.18551,1.01571,1.5515,0.00055,0.00055,0.00055
7,488.32,0.87698,0.71135,1.31071,0.8373,0.75033,0.8266,0.55943,1.17609,1.01045,1.5392,0.00046,0.00046,0.00046
8,556.649,0.86182,0.68462,1.29743,0.84703,0.75613,0.83859,0.57424,1.13793,0.93262,1.51573,0.00037,0.00037,0.00037
9,624.973,0.84262,0.64523,1.27984,0.86123,0.76347,0.84653,0.58058,1.12843,0.90467,1.50517,0.00028,0.00028,0.00028
10,694.835,0.81362,0.6291,1.24917,0.85217,0.76435,0.85289,0.59645,1.10808,0.86742,1.48027,0.00019,0.00019,0.00019
