round,training_set_size,verified_samples_added,unlabeled_pool_size_at_round_start,total_detections,rejected_count,undetected_count,remaining_pool_size,unlabeled_pool_remaining,mAP50,mAP50-95,precision,recall,f1_score,fitness,inference_time_ms,round_training_time_seconds,cumulative_training_time_seconds
1,709,0,2836,,,,2836,0,0.7074653104117952,0.44451698846403576,0.736514759725281,0.6080980152938171,0.6661741907326214,0.0,0.0,0.0,0.0
2,2528,1819,1017,2358,466,758,1017,0,0.8116804577304444,0.5541678044169059,0.8206297947153005,0.72437008174724,0.7695012543860945,0.0,0.0,0.0,0.0
3,3073,545,472,1052,472,256,472,0,0.8624368638824269,0.606458118633107,0.8837426722264329,0.7670983565665648,0.821299615976102,0.0,0.0,0.0,0.0
4,3196,123,349,305,178,214,349,0,0.8847751537580472,0.6352247933575474,0.9039681785504756,0.8025907807490922,0.8502683393873934,0.0,0.0,0.0,0.0
5,3255,59,290,160,100,206,290,0,0.8919161829942867,0.647021269431463,0.9220865798083321,0.7998328671805717,0.8566198078621012,0.0,0.0,0.0,0.0
