round,training_set_size,verified_samples_added,unlabeled_pool_size_at_round_start,total_detections,rejected_count,undetected_count,remaining_pool_size,unlabeled_pool_remaining,mAP50,mAP50-95,precision,recall,f1_score,fitness,inference_time_ms,round_training_time_seconds,cumulative_training_time_seconds
1,709,0,2836,,,,2836,0,0.6421396870162153,0.3818030358040405,0.7932387111774033,0.542950410798122,0.644653181217311,0.0,0.0,0.0,0.0
2,2448,1739,1097,2526,718,695,1097,0,0.7881268027462287,0.5465066701325877,0.8778872730552943,0.6975736170437015,0.7774118726404348,0.0,0.0,0.0,0.0
3,2891,443,654,834,374,408,654,0,0.8256762418498622,0.5624140836104368,0.8669329618185422,0.7450617530943235,0.8013904591277665,0.0,0.0,0.0,0.0
4,3016,125,529,380,250,349,529,0,0.8675909040673483,0.6132866885433088,0.9175707247034757,0.786418320529236,0.8469472621398854,0.0,0.0,0.0,0.0
5,3120,104,425,311,206,271,425,0,0.8597830599521259,0.5952712585220606,0.9232935849929049,0.7592976112282639,0.8333035559938142,0.0,0.0,0.0,0.0
