round,training_set_size,verified_samples_added,unlabeled_pool_size_at_round_start,total_detections,rejected_count,undetected_count,remaining_pool_size,unlabeled_pool_remaining,mAP50,mAP50-95,precision,recall,f1_score,fitness,inference_time_ms,round_training_time_seconds,cumulative_training_time_seconds
1,709,0,2836,,,,2836,0,0.6375146759780829,0.38128864712849225,0.7525111759371732,0.5568642625023426,0.640070935670574,0.0,0.0,0.0,0.0
2,2467,1758,1078,2625,786,653,1078,0,0.7380353557169487,0.48810420783374936,0.8437644293794995,0.6330043710847797,0.7233448753727206,0.0,0.0,0.0,0.0
3,2799,332,746,902,560,384,746,0,0.8138641748147002,0.560366999325036,0.873279174427728,0.7313807084933845,0.7960559718646235,0.0,0.0,0.0,0.0
4,3020,221,525,557,324,311,525,0,0.8516269074195251,0.5876049529333663,0.9157450418217544,0.7586015519790184,0.8297990541685101,0.0,0.0,0.0,0.0
5,3113,93,432,372,279,236,432,0,0.8552969301706489,0.590736047758128,0.9018822472973251,0.77720874863509,0.8349169574921248,0.0,0.0,0.0,0.0
