round,num_images_processed,total_processing_time_seconds,gradcam_mean_hfs,gradcam_num_images,lrp_mean_hfs,lrp_num_images,shap_mean_hfs,shap_num_images
1,16,65.69309639930725,0.5906334146857262,12,0.6155808604089543,16,0.17869574716314673,16
1,16,41.48485779762268,0.0,0,0.0,0,0.0,0
