round,training_set_size,verified_samples_added,unlabeled_pool_size_at_round_start,total_detections,rejected_count,undetected_count,remaining_pool_size,unlabeled_pool_remaining,mAP50,mAP50-95,precision,recall,f1_score,fitness,inference_time_ms,round_training_time_seconds,cumulative_training_time_seconds
1,709,0,2836,,,,2836,0,0.7066919909806085,0.44762517409246205,0.762689699425104,0.6050302763551003,0.6747731520893063,0.0,0.0,0.0,0.0
2,2697,1988,848,2784,682,533,848,0,0.8727040512684707,0.5998189286268689,0.8809667980266527,0.7743283795446315,0.8242126267165109,0.0,0.0,0.0,0.0
3,3129,432,416,708,266,278,416,0,0.8954487736804881,0.641960889397035,0.889851021265194,0.8084396235700038,0.8471940028084257,0.0,0.0,0.0,0.0
4,3247,118,298,239,116,213,298,0,0.9032189114620888,0.6565960447719655,0.922938213698485,0.8084091479567006,0.8618856174989417,0.0,0.0,0.0,0.0
5,3305,58,240,162,102,164,240,0,0.910679157122773,0.6670806747775314,0.9068417831475979,0.8295456184922607,0.8664732618600571,0.0,0.0,0.0,0.0
