round,training_set_size,verified_samples_added,unlabeled_pool_size_at_round_start,total_detections,rejected_count,undetected_count,remaining_pool_size,unlabeled_pool_remaining,mAP50,mAP50-95,precision,recall,f1_score,fitness,inference_time_ms,round_training_time_seconds,cumulative_training_time_seconds
1,709,0,2836,,,,2836,0,0.15496312138324844,0.08196396625645208,0.7195823568020059,0.13625617814355168,0.22912626107355163,0.0,0.0,0.0,0.0
2,985,276,2560,305,29,2532,2560,0,0.2655081351353388,0.15740028802240286,0.3761105162302604,0.2748412825437473,0.31759862052337023,0.0,0.0,0.0,0.0
3,1398,413,2147,620,206,1945,2147,0,0.35046517058828025,0.22126029018715773,0.48322789728548066,0.33641266563930394,0.3966714005880702,0.0,0.0,0.0,0.0
4,1753,355,1792,675,318,1513,1792,0,0.46768868427739346,0.28657385188115764,0.719406538168813,0.3825690887750747,0.4995077877164121,0.0,0.0,0.0,0.0
5,1979,226,1566,581,346,1247,1566,0,0.5338666440908217,0.3338061074035735,0.6929149925885878,0.4629881562099872,0.555083590112706,0.0,0.0,0.0,0.0
