epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,22.0854,1.54033,3.04484,1.81783,0.02154,0.70111,0.17645,0.07964,1.68388,3.3745,2.18505,0.000325926,0.000325926,0.0677333
2,42.1056,1.46345,2.03484,1.83394,0.53652,0.4453,0.45394,0.23499,1.62821,1.97137,2.07091,0.000599926,0.000599926,0.034674
3,63.2086,1.39955,1.74572,1.71466,0.58256,0.50905,0.52214,0.27508,1.67022,2.10503,1.99676,0.000813926,0.000813926,0.00155467
4,85.964,1.32759,1.57232,1.65835,0.60396,0.55175,0.56751,0.32105,1.50169,1.83481,1.86851,0.00073,0.00073,0.00073
5,109.759,1.3053,1.477,1.64031,0.61637,0.57796,0.60679,0.33806,1.48221,1.66723,1.84115,0.00064,0.00064,0.00064
6,131.124,1.29954,1.40867,1.59257,0.6425,0.57177,0.6315,0.36354,1.46314,1.67597,1.77019,0.00055,0.00055,0.00055
7,154.591,1.22192,1.31448,1.54624,0.73656,0.56921,0.68589,0.40203,1.4066,1.47844,1.75202,0.00046,0.00046,0.00046
8,180.346,1.17001,1.23498,1.48113,0.68821,0.63687,0.69324,0.41731,1.4057,1.47097,1.69005,0.00037,0.00037,0.00037
9,206.228,1.11594,1.14946,1.45084,0.71568,0.62375,0.69706,0.40875,1.39835,1.38694,1.72714,0.00028,0.00028,0.00028
10,232.534,1.0722,1.06949,1.40063,0.73239,0.67168,0.74635,0.45283,1.36807,1.33383,1.67301,0.00019,0.00019,0.00019
