round,num_images_processed,total_processing_time_seconds,gradcam_mean_hfs,gradcam_num_images,lrp_mean_hfs,lrp_num_images,shap_mean_hfs,shap_num_images
5,16,63.17835831642151,0.4235143278326307,14,0.5777477774536237,16,0.1894788476638496,16
5,16,40.036564111709595,0.0,0,0.0,0,0.0,0
