epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,42.7378,1.25431,1.74659,1.86791,0.41748,0.38588,0.35981,0.19789,1.73558,2.22165,2.2321,0.000329897,0.000329897,0.0673402
2,79.5306,1.25407,1.6392,1.88236,0.46258,0.37887,0.38621,0.20946,1.76476,2.15781,2.28805,0.00060354,0.00060354,0.0342805
3,115.442,1.23612,1.5811,1.84843,0.48499,0.38902,0.40714,0.21661,1.77314,2.1403,2.31084,0.000817182,0.000817182,0.00116082
4,151.507,1.24013,1.55691,1.85402,0.4675,0.39644,0.40985,0.2338,1.68353,2.05919,2.2087,0.00073,0.00073,0.00073
5,189.987,1.20044,1.54471,1.81417,0.51537,0.43888,0.44623,0.25316,1.67619,1.99722,2.17142,0.00064,0.00064,0.00064
6,226.358,1.168,1.46432,1.78259,0.59589,0.40735,0.46732,0.27004,1.6688,1.97327,2.17865,0.00055,0.00055,0.00055
7,262.98,1.14786,1.4379,1.75909,0.46681,0.46633,0.46387,0.2666,1.67095,1.98325,2.14849,0.00046,0.00046,0.00046
8,299.676,1.12964,1.4115,1.73259,0.58398,0.42575,0.48495,0.28423,1.64291,1.93537,2.12831,0.00037,0.00037,0.00037
9,335.931,1.12142,1.39875,1.72298,0.55112,0.43516,0.4819,0.28479,1.61949,1.9304,2.10675,0.00028,0.00028,0.00028
10,372.833,1.08945,1.36424,1.69655,0.5425,0.44998,0.4818,0.29058,1.59915,1.90054,2.09594,0.00019,0.00019,0.00019
