round,num_images_processed,total_processing_time_seconds,gradcam_mean_hfs,gradcam_num_images,lrp_mean_hfs,lrp_num_images,shap_mean_hfs,shap_num_images
4,16,63.77764558792114,0.4416840491661181,15,0.5739662026753649,16,0.19374350854195654,16
4,16,40.38041353225708,0.0,0,0.0,0,0.0,0
