epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.90312,1.39512,1.34872,2.16267,0.80462,0.16477,0.20527,0.12792,2.48797,2.98643,3.01897,0.000329545,0.000329545,0.067375
2,18.2566,1.38164,1.36181,2.12137,0.40693,0.19593,0.2118,0.13391,2.45803,3.04545,2.96014,0.00060322,0.00060322,0.0343153
3,26.4408,1.32836,1.32517,2.06001,0.44543,0.1965,0.24934,0.14879,2.22728,2.58139,2.67588,0.000816894,0.000816894,0.00119568
4,34.4871,1.29731,1.29885,2.0036,0.49533,0.22496,0.24386,0.15275,2.26215,2.57441,2.72773,0.00073,0.00073,0.00073
5,43.0064,1.30316,1.3235,1.9928,0.28174,0.23559,0.22999,0.15458,2.22408,2.67897,2.68099,0.00064,0.00064,0.00064
6,51.1651,1.22406,1.22723,1.93804,0.41568,0.26641,0.28948,0.17913,2.09304,2.30956,2.58546,0.00055,0.00055,0.00055
7,59.3094,1.19292,1.17014,1.86574,0.43256,0.2737,0.2748,0.17084,2.1452,2.48253,2.57982,0.00046,0.00046,0.00046
8,67.3836,1.15167,1.13981,1.83778,0.38418,0.29497,0.28653,0.18554,2.03615,2.328,2.52423,0.00037,0.00037,0.00037
9,75.6813,1.10049,1.08957,1.79152,0.45355,0.28941,0.31438,0.19555,1.98176,2.21408,2.47063,0.00028,0.00028,0.00028
10,83.9631,1.0968,1.06462,1.7614,0.42536,0.32406,0.33466,0.2058,1.94526,2.18159,2.43823,0.00019,0.00019,0.00019
