round,training_set_size,verified_samples_added,unlabeled_pool_size_at_round_start,total_detections,rejected_count,undetected_count,remaining_pool_size,unlabeled_pool_remaining,mAP50,mAP50-95,precision,recall,f1_score,fitness,inference_time_ms,round_training_time_seconds,cumulative_training_time_seconds
1,709,0,2836,,,,2836,0,0.615502468071245,0.36905545547955854,0.7489416436851485,0.5287458653435766,0.619869560724087,0.0,0.0,0.0,0.0
2,2439,1730,1106,2645,841,632,1106,0,0.7997679433305175,0.5435292405903733,0.8837722751494339,0.69512516740964,0.7781789166996687,0.0,0.0,0.0,0.0
3,2898,459,647,913,431,385,647,0,0.8475637730071879,0.5824270045640227,0.9060980553523788,0.7512370625266752,0.8214324720701759,0.0,0.0,0.0,0.0
4,3040,142,505,409,265,315,505,0,0.8477155739889708,0.5977889342893657,0.9282778791912243,0.7482461054204013,0.8285957304853542,0.0,0.0,0.0,0.0
5,3127,87,418,280,188,283,418,0,0.8504020821860052,0.5942355474665224,0.8944273951490175,0.7799295774647887,0.8332636251187344,0.0,0.0,0.0,0.0
