round,training_set_size,verified_samples_added,unlabeled_pool_size_at_round_start,total_detections,rejected_count,undetected_count,remaining_pool_size,unlabeled_pool_remaining,mAP50,mAP50-95,precision,recall,f1_score,fitness,inference_time_ms,round_training_time_seconds,cumulative_training_time_seconds
1,709,0,2836,,,,2836,0,0.19666446213348146,0.11455739716540045,0.758106872109874,0.1591240875912409,0.2630374891847136,0.0,0.0,0.0,0.0
2,1044,335,2501,642,307,2195,2501,0,0.2774259351592349,0.16692804135578848,0.4153766616139368,0.2736050439978962,0.32990469514907406,0.0,0.0,0.0,0.0
3,1151,107,2394,464,355,2052,2394,0,0.35390974095334377,0.21105195308204153,0.47188590469751734,0.35579678013507066,0.40570012774028497,0.0,0.0,0.0,0.0
4,1425,274,2120,1320,1032,1177,2120,0,0.4507832539576836,0.2747534575168822,0.5943465473459117,0.4141313461238616,0.48813670048744456,0.0,0.0,0.0,0.0
5,1594,169,1951,1034,859,1177,1951,0,0.5308504558199243,0.3282360160856569,0.6879134460437862,0.45640221024626504,0.548738830071425,0.0,0.0,0.0,0.0
