round,num_images_processed,total_processing_time_seconds,gradcam_mean_hfs,gradcam_num_images,lrp_mean_hfs,lrp_num_images,shap_mean_hfs,shap_num_images
3,16,65.0750994682312,0.4747931076368938,15,0.5597121692844667,16,0.1886169060599059,16
3,16,40.883716106414795,0.0,0,0.0,0,0.0,0
