epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,62.362,1.17149,1.29632,1.6529,0.66499,0.51909,0.5905,0.34728,1.50996,1.77158,1.93827,0.000331126,0.000331126,0.0672185
2,122.974,1.16547,1.23448,1.64891,0.67928,0.55804,0.61309,0.34824,1.57495,1.64049,2.00535,0.000604658,0.000604658,0.0341587
3,184.012,1.12765,1.19592,1.62043,0.59066,0.56518,0.59108,0.34103,1.59984,1.71532,1.99066,0.00081819,0.00081819,0.00103894
4,246.02,1.09348,1.10707,1.57616,0.64522,0.57307,0.62765,0.36454,1.51748,1.62133,1.92033,0.00073,0.00073,0.00073
5,306.982,1.04074,1.05059,1.53144,0.76457,0.56911,0.69033,0.42204,1.42205,1.46171,1.8445,0.00064,0.00064,0.00064
6,364.392,1.02154,0.98764,1.50856,0.71287,0.6141,0.69931,0.42421,1.43923,1.34798,1.79573,0.00055,0.00055,0.00055
7,420.889,0.98312,0.93359,1.46436,0.76942,0.60858,0.71634,0.45189,1.35856,1.28758,1.74243,0.00046,0.00046,0.00046
8,475.56,0.92979,0.88723,1.41938,0.76019,0.63621,0.72778,0.46651,1.31863,1.25256,1.69668,0.00037,0.00037,0.00037
9,530.966,0.89069,0.83437,1.38593,0.77313,0.65988,0.75163,0.48376,1.28128,1.23887,1.6489,0.00028,0.00028,0.00028
10,586.49,0.87071,0.79162,1.37253,0.81149,0.66871,0.77476,0.51215,1.23871,1.16081,1.60172,0.00019,0.00019,0.00019
