round,num_images_processed,total_processing_time_seconds,gradcam_mean_hfs,gradcam_num_images,lrp_mean_hfs,lrp_num_images,shap_mean_hfs,shap_num_images
5,16,39.84147930145264,0.45419560465961695,14,0.5379922902211547,16,0.2078791365493089,16
