round,image_id,method,hfs_score,processing_time_seconds,output_path,model_name
5,DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0,gradcam,0.03926168754696846,0.7457399368286133,explanations\yolov8n\incremental_round_5\gradcam\DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_5\weights\best.pt
5,DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0,lrp,0.34554073214530945,0.7563130855560303,explanations\yolov8n\incremental_round_5\lrp\DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0_lrp.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_5\weights\best.pt
5,DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0,shap,0.1198427677154541,1.2216088771820068,explanations\yolov8n\incremental_round_5\shap\DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0_shap.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_5\weights\best.pt
5,DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406,gradcam,0.02754286862909794,0.5732722282409668,explanations\yolov8n\incremental_round_5\gradcam\DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_5\weights\best.pt
5,DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406,lrp,0.6813909411430359,0.851325511932373,explanations\yolov8n\incremental_round_5\lrp\DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406_lrp.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_5\weights\best.pt
5,DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406,shap,0.056838508695364,1.2309198379516602,explanations\yolov8n\incremental_round_5\shap\DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406_shap.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_5\weights\best.pt
5,DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034,gradcam,0.16204826533794403,0.5977590084075928,explanations\yolov8n\incremental_round_5\gradcam\DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_5\weights\best.pt
5,DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034,lrp,0.23715636134147644,0.7599010467529297,explanations\yolov8n\incremental_round_5\lrp\DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034_lrp.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_5\weights\best.pt
5,DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034,shap,0.25037145614624023,1.1654531955718994,explanations\yolov8n\incremental_round_5\shap\DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034_shap.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_5\weights\best.pt
5,DSC_00181_JPG_jpg.rf.6f1852384072903dd86f6b68003625ea,gradcam,0.2988044023513794,0.6210508346557617,explanations\yolov8n\incremental_round_5\gradcam\DSC_00181_JPG_jpg.rf.6f1852384072903dd86f6b68003625ea_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_5\weights\best.pt
5,DSC_00181_JPG_jpg.rf.6f1852384072903dd86f6b68003625ea,lrp,0.6916253566741943,0.7659280300140381,explanations\yolov8n\incremental_round_5\lrp\DSC_00181_JPG_jpg.rf.6f1852384072903dd86f6b68003625ea_lrp.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_5\weights\best.pt
5,DSC_00181_JPG_jpg.rf.6f1852384072903dd86f6b68003625ea,shap,0.19090798497200012,1.2116889953613281,explanations\yolov8n\incremental_round_5\shap\DSC_00181_JPG_jpg.rf.6f1852384072903dd86f6b68003625ea_shap.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_5\weights\best.pt
5,DSC_00251_JPG_jpg.rf.fbd6bc12d1b1cdda5c959c0a6cd92b02,gradcam,0.9257009029388428,0.704723596572876,explanations\yolov8n\incremental_round_5\gradcam\DSC_00251_JPG_jpg.rf.fbd6bc12d1b1cdda5c959c0a6cd92b02_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_5\weights\best.pt
5,DSC_00251_JPG_jpg.rf.fbd6bc12d1b1cdda5c959c0a6cd92b02,lrp,0.8149993419647217,0.7732877731323242,explanations\yolov8n\incremental_round_5\lrp\DSC_00251_JPG_jpg.rf.fbd6bc12d1b1cdda5c959c0a6cd92b02_lrp.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_5\weights\best.pt
5,DSC_00251_JPG_jpg.rf.fbd6bc12d1b1cdda5c959c0a6cd92b02,shap,0.4245798587799072,1.2292726039886475,explanations\yolov8n\incremental_round_5\shap\DSC_00251_JPG_jpg.rf.fbd6bc12d1b1cdda5c959c0a6cd92b02_shap.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_5\weights\best.pt
5,DSC_00261_JPG_jpg.rf.f12aefc15742ba5a0f47ba06cde9c12f,gradcam,0.812262773513794,0.5658130645751953,explanations\yolov8n\incremental_round_5\gradcam\DSC_00261_JPG_jpg.rf.f12aefc15742ba5a0f47ba06cde9c12f_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_5\weights\best.pt
