round,num_images_processed,total_processing_time_seconds,gradcam_mean_hfs,gradcam_num_images,lrp_mean_hfs,lrp_num_images,shap_mean_hfs,shap_num_images
3,16,74.49152541160583,0.4627033035670008,14,0.3184597147628665,16,0.1910316066350788,16
3,16,46.22188973426819,0.0,0,0.0,0,0.0,0
