round,training_set_size,verified_samples_added,unlabeled_pool_size_at_round_start,total_detections,rejected_count,undetected_count,remaining_pool_size,unlabeled_pool_remaining,mAP50,mAP50-95,precision,recall,f1_score,fitness,inference_time_ms,round_training_time_seconds,cumulative_training_time_seconds
1,709,0,2836,,,,2836,0,0.7652572530463819,0.48574468543114235,0.8421626607588705,0.6376082952452418,0.7257473141595678,0.0,0.0,0.0,0.0
2,2744,2035,801,2717,583,529,801,0,0.9117071684954798,0.6649518287923523,0.9171212855441828,0.8310747663551402,0.8719804134952385,0.0,0.0,0.0,0.0
3,3167,423,378,649,213,244,378,0,0.8998332454155676,0.6496107077023114,0.9277137668329603,0.8127241229565141,0.8664202979345657,0.0,0.0,0.0,0.0
4,3256,89,289,235,141,186,289,0,0.9059423907008445,0.6509107115413253,0.925593246583992,0.82443194432574,0.8720887492360394,0.0,0.0,0.0,0.0
5,3308,52,237,199,147,126,237,0,0.903924962028408,0.6346597753411312,0.9076826685518136,0.8257597324996502,0.864785350956304,0.0,0.0,0.0,0.0
