round,image_id,method,hfs_score,processing_time_seconds,output_path,model_name
2,DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0,gradcam,0.0017494590720161796,0.7885777950286865,explanations\yolov8n\incremental_round_2\gradcam\DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0,lrp,0.6732450723648071,0.9370026588439941,explanations\yolov8n\incremental_round_2\lrp\DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0_lrp.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0,shap,0.1881258189678192,1.772029161453247,explanations\yolov8n\incremental_round_2\shap\DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0_shap.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406,gradcam,0.40403157472610474,0.7718174457550049,explanations\yolov8n\incremental_round_2\gradcam\DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406,lrp,0.8701105713844299,0.772214412689209,explanations\yolov8n\incremental_round_2\lrp\DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406_lrp.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406,shap,0.1709057092666626,1.44563627243042,explanations\yolov8n\incremental_round_2\shap\DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406_shap.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034,gradcam,0.09752414375543594,0.7158260345458984,explanations\yolov8n\incremental_round_2\gradcam\DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034,lrp,0.674552321434021,0.8701481819152832,explanations\yolov8n\incremental_round_2\lrp\DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034_lrp.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034,shap,0.294686496257782,1.5353343486785889,explanations\yolov8n\incremental_round_2\shap\DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034_shap.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_00181_JPG_jpg.rf.6f1852384072903dd86f6b68003625ea,gradcam,0.2231147587299347,0.6889059543609619,explanations\yolov8n\incremental_round_2\gradcam\DSC_00181_JPG_jpg.rf.6f1852384072903dd86f6b68003625ea_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_00181_JPG_jpg.rf.6f1852384072903dd86f6b68003625ea,lrp,0.6418159008026123,0.8640568256378174,explanations\yolov8n\incremental_round_2\lrp\DSC_00181_JPG_jpg.rf.6f1852384072903dd86f6b68003625ea_lrp.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_00181_JPG_jpg.rf.6f1852384072903dd86f6b68003625ea,shap,0.27924859523773193,1.8527042865753174,explanations\yolov8n\incremental_round_2\shap\DSC_00181_JPG_jpg.rf.6f1852384072903dd86f6b68003625ea_shap.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_00251_JPG_jpg.rf.fbd6bc12d1b1cdda5c959c0a6cd92b02,gradcam,0.9924572706222534,1.0006511211395264,explanations\yolov8n\incremental_round_2\gradcam\DSC_00251_JPG_jpg.rf.fbd6bc12d1b1cdda5c959c0a6cd92b02_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_00251_JPG_jpg.rf.fbd6bc12d1b1cdda5c959c0a6cd92b02,lrp,0.7284877896308899,1.0082783699035645,explanations\yolov8n\incremental_round_2\lrp\DSC_00251_JPG_jpg.rf.fbd6bc12d1b1cdda5c959c0a6cd92b02_lrp.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_00251_JPG_jpg.rf.fbd6bc12d1b1cdda5c959c0a6cd92b02,shap,0.38454166054725647,1.6822328567504883,explanations\yolov8n\incremental_round_2\shap\DSC_00251_JPG_jpg.rf.fbd6bc12d1b1cdda5c959c0a6cd92b02_shap.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_00261_JPG_jpg.rf.f12aefc15742ba5a0f47ba06cde9c12f,gradcam,0.9597117304801941,0.8981683254241943,explanations\yolov8n\incremental_round_2\gradcam\DSC_00261_JPG_jpg.rf.f12aefc15742ba5a0f47ba06cde9c12f_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_00261_JPG_jpg.rf.f12aefc15742ba5a0f47ba06cde9c12f,lrp,0.5970989465713501,0.9459359645843506,explanations\yolov8n\incremental_round_2\lrp\DSC_00261_JPG_jpg.rf.f12aefc15742ba5a0f47ba06cde9c12f_lrp.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_00261_JPG_jpg.rf.f12aefc15742ba5a0f47ba06cde9c12f,shap,0.3801109492778778,1.651327133178711,explanations\yolov8n\incremental_round_2\shap\DSC_00261_JPG_jpg.rf.f12aefc15742ba5a0f47ba06cde9c12f_shap.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_0027_JPG_jpg.rf.b1d7a0133909f996118b9bb6eece2f77,lrp,0.01799860969185829,1.0236682891845703,explanations\yolov8n\incremental_round_2\lrp\DSC_0027_JPG_jpg.rf.b1d7a0133909f996118b9bb6eece2f77_lrp.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_0027_JPG_jpg.rf.b1d7a0133909f996118b9bb6eece2f77,shap,0.01750861667096615,1.6067023277282715,explanations\yolov8n\incremental_round_2\shap\DSC_0027_JPG_jpg.rf.b1d7a0133909f996118b9bb6eece2f77_shap.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_00281_JPG_jpg.rf.246b3c51a00ca6c0b86fd961ec0710e3,lrp,0.1829667091369629,1.1869306564331055,explanations\yolov8n\incremental_round_2\lrp\DSC_00281_JPG_jpg.rf.246b3c51a00ca6c0b86fd961ec0710e3_lrp.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_00281_JPG_jpg.rf.246b3c51a00ca6c0b86fd961ec0710e3,shap,0.07489566504955292,1.72347092628479,explanations\yolov8n\incremental_round_2\shap\DSC_00281_JPG_jpg.rf.246b3c51a00ca6c0b86fd961ec0710e3_shap.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
2,DSC_00311_JPG_jpg.rf.b35acaa1b87bd5b94aba296cefac7b08,gradcam,0.7436617016792297,0.989377498626709,explanations\yolov8n\incremental_round_2\gradcam\DSC_00311_JPG_jpg.rf.b35acaa1b87bd5b94aba296cefac7b08_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_2\weights\best.pt
