round,training_set_size,verified_samples_added,unlabeled_pool_size_at_round_start,total_detections,rejected_count,undetected_count,remaining_pool_size,unlabeled_pool_remaining,mAP50,mAP50-95,precision,recall,f1_score,fitness,inference_time_ms,round_training_time_seconds,cumulative_training_time_seconds
1,709,0,2836,,,,2836,0,0.6367441803615836,0.37851894272714737,0.7528165078386857,0.5453945262483995,0.6325350684349711,0.0,0.0,0.0,0.0
2,2484,1775,1061,2774,906,597,1061,0,0.7779950879240973,0.5514330487782533,0.9124282512504157,0.6649794600938967,0.7692951435793773,0.0,0.0,0.0,0.0
3,2871,387,674,736,339,435,674,0,0.8106853428467938,0.565750185340831,0.8907833656569342,0.710683743451254,0.7906066297692661,0.0,0.0,0.0,0.0
4,3041,170,504,509,335,299,504,0,0.8495753797790286,0.5980091288499796,0.9195419802545942,0.7491410883729384,0.8256411212455298,0.0,0.0,0.0,0.0
5,3129,88,416,282,191,276,416,0,0.8480862087167309,0.5932784848576341,0.8883756119509048,0.7716535958173283,0.8259110528783474,0.0,0.0,0.0,0.0
