round,image_id,method,hfs_score,processing_time_seconds,output_path,model_name
3,DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0,gradcam,0.10910756140947342,0.5795648097991943,explanations\yolov8n\incremental_round_3\gradcam\DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_3\weights\best.pt
3,DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0,lrp,0.24253730475902557,0.7398314476013184,explanations\yolov8n\incremental_round_3\lrp\DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0_lrp.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_3\weights\best.pt
3,DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0,shap,0.06771477311849594,1.2057430744171143,explanations\yolov8n\incremental_round_3\shap\DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0_shap.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_3\weights\best.pt
3,DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406,gradcam,0.04739462584257126,0.5561625957489014,explanations\yolov8n\incremental_round_3\gradcam\DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_3\weights\best.pt
3,DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406,lrp,0.686541736125946,0.8703460693359375,explanations\yolov8n\incremental_round_3\lrp\DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406_lrp.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_3\weights\best.pt
3,DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406,shap,0.07442870736122131,1.1744749546051025,explanations\yolov8n\incremental_round_3\shap\DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406_shap.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_3\weights\best.pt
3,DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034,gradcam,0.801609456539154,0.565842866897583,explanations\yolov8n\incremental_round_3\gradcam\DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_3\weights\best.pt
3,DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034,lrp,0.5164034962654114,0.7088840007781982,explanations\yolov8n\incremental_round_3\lrp\DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034_lrp.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_3\weights\best.pt
3,DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034,shap,0.24582794308662415,1.169250726699829,explanations\yolov8n\incremental_round_3\shap\DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034_shap.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_3\weights\best.pt
3,DSC_00181_JPG_jpg.rf.6f1852384072903dd86f6b68003625ea,gradcam,0.5942667722702026,0.5829384326934814,explanations\yolov8n\incremental_round_3\gradcam\DSC_00181_JPG_jpg.rf.6f1852384072903dd86f6b68003625ea_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_3\weights\best.pt
3,DSC_00181_JPG_jpg.rf.6f1852384072903dd86f6b68003625ea,lrp,0.6140204071998596,0.7609148025512695,explanations\yolov8n\incremental_round_3\lrp\DSC_00181_JPG_jpg.rf.6f1852384072903dd86f6b68003625ea_lrp.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_3\weights\best.pt
