epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.6819,0.89212,0.67426,1.1967,0.86792,0.71626,0.80725,0.54346,1.21733,0.99397,1.39695,0.000331731,0.000331731,0.0671587
2,34.0359,0.91874,0.70721,1.21483,0.87684,0.75832,0.85586,0.57975,1.12768,0.88246,1.31823,0.000605208,0.000605208,0.0340988
3,50.0464,0.94786,0.72411,1.23288,0.84732,0.74843,0.84335,0.5765,1.12481,0.89797,1.33724,0.000818686,0.000818686,0.000978942
4,66.2669,0.94101,0.72675,1.22845,0.88612,0.77285,0.87076,0.59753,1.11012,0.84096,1.33436,0.00073,0.00073,0.00073
5,81.9063,0.91402,0.68752,1.21442,0.86884,0.77178,0.85742,0.59758,1.1134,0.84881,1.32587,0.00064,0.00064,0.00064
6,97.6394,0.89117,0.6497,1.19149,0.89242,0.78336,0.87516,0.61216,1.08881,0.81363,1.31573,0.00055,0.00055,0.00055
7,113.13,0.87043,0.61831,1.17718,0.90768,0.79215,0.88225,0.62478,1.07693,0.79131,1.27892,0.00046,0.00046,0.00046
8,129.049,0.83775,0.57266,1.15104,0.91463,0.80877,0.89283,0.63673,1.06045,0.74354,1.28871,0.00037,0.00037,0.00037
9,144.476,0.80173,0.53811,1.13315,0.93216,0.80529,0.8996,0.64434,1.04783,0.71198,1.2732,0.00028,0.00028,0.00028
10,160.081,0.78612,0.51021,1.11277,0.9196,0.82962,0.90757,0.65365,1.02591,0.69384,1.26463,0.00019,0.00019,0.00019
