round,training_set_size,verified_samples_added,unlabeled_pool_size_at_round_start,total_detections,rejected_count,undetected_count,remaining_pool_size,unlabeled_pool_remaining,mAP50,mAP50-95,precision,recall,f1_score,fitness,inference_time_ms,round_training_time_seconds,cumulative_training_time_seconds
1,709,0,2836,,,,2836,0,0.48852209831895155,0.294451556027782,0.6037451634556892,0.4359395006402049,0.506300370025534,0.0,0.0,0.0,0.0
2,2099,1390,1446,2119,686,983,1446,0,0.7151497168955572,0.47054017673958076,0.8285410755230377,0.6158404022620572,0.7065295105046526,0.0,0.0,0.0,0.0
3,2685,586,860,1139,521,514,860,0,0.7731475503742031,0.5209338105062263,0.8055739083083084,0.6913709838102229,0.7441161374093669,0.0,0.0,0.0,0.0
4,2885,200,660,608,398,398,660,0,0.804913957000384,0.5399470357047181,0.8926833924447316,0.7049455825864277,0.7877839272912619,0.0,0.0,0.0,0.0
5,2983,98,562,309,209,395,562,0,0.8184127378395534,0.562382546410652,0.8843591613970546,0.7304121359812838,0.8000472452035358,0.0,0.0,0.0,0.0
