round,training_set_size,verified_samples_added,unlabeled_pool_size_at_round_start,total_detections,rejected_count,undetected_count,remaining_pool_size,unlabeled_pool_remaining,mAP50,mAP50-95,precision,recall,f1_score,fitness,inference_time_ms,round_training_time_seconds,cumulative_training_time_seconds
1,709,0,2836,,,,2836,0,0.5808671785738921,0.3317497108912145,0.6539018034395394,0.5202145439661642,0.5794472229716949,0.0,0.0,0.0,0.0
2,2372,1663,1173,2481,744,808,1173,0,0.6998306475344752,0.4365321002710436,0.7363939005764204,0.6187683334470291,0.6724762765375947,0.0,0.0,0.0,0.0
3,2696,324,849,787,455,533,849,0,0.7359600954867619,0.47099614540048557,0.7573001898782856,0.6523552084043932,0.7009212659981852,0.0,0.0,0.0,0.0
4,2860,164,685,513,344,435,685,0,0.7455963465972689,0.4826621687613297,0.7463201065451259,0.67411317279487,0.7083813400619668,0.0,0.0,0.0,0.0
5,2929,69,616,378,309,376,616,0,0.7624901994303134,0.4907253452130627,0.784224042208527,0.6757179889487687,0.7259388131545981,0.0,0.0,0.0,0.0
