round,training_set_size,verified_samples_added,unlabeled_pool_size_at_round_start,total_detections,rejected_count,undetected_count,remaining_pool_size,unlabeled_pool_remaining,mAP50,mAP50-95,precision,recall,f1_score,fitness,inference_time_ms,round_training_time_seconds,cumulative_training_time_seconds
1,709,0,2836,,,,2836,0,0.6888911194331965,0.42409461489205097,0.7545885363655125,0.5738744771032289,0.6519400199244444,0.0,0.0,0.0,0.0
2,2530,1821,1015,2439,538,739,1015,0,0.8206909883845954,0.5619960527045516,0.8569399010212557,0.7123695340746299,0.77799554933941,0.0,0.0,0.0,0.0
3,3017,487,528,913,403,291,528,0,0.8640456376907204,0.6080436572434098,0.8566094802778239,0.7811726579372156,0.8171537457993505,0.0,0.0,0.0,0.0
4,3182,165,363,467,299,167,363,0,0.8895939644324865,0.6293261586073097,0.9127600935789668,0.781137867521659,0.8418352101845276,0.0,0.0,0.0,0.0
5,3261,79,284,262,182,154,284,0,0.89427826407114,0.6389599254240855,0.8947797712734205,0.8245270319890778,0.8582181000993793,0.0,0.0,0.0,0.0
