epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,30.1442,1.84901,2.31003,2.72917,0.74219,0.1708,0.17701,0.10104,2.38166,3.0751,3.16276,0.000328283,0.000328283,0.0675
2,38.0877,1.76761,2.15619,2.6295,0.39695,0.17533,0.1919,0.11135,2.33601,3.0792,3.18393,0.000602071,0.000602071,0.0344405
3,45.8847,1.68118,2.05426,2.523,0.46235,0.16599,0.19904,0.11732,2.32968,2.97897,3.09848,0.000815859,0.000815859,0.00132091
4,53.8587,1.56032,1.8544,2.40015,0.36378,0.20708,0.21693,0.1332,2.25558,2.81688,2.95809,0.00073,0.00073,0.00073
5,61.8418,1.47481,1.78131,2.29625,0.4722,0.19027,0.21049,0.12955,2.32199,3.0242,3.02829,0.00064,0.00064,0.00064
6,69.9818,1.47001,1.73879,2.25994,0.41283,0.19927,0.22501,0.13692,2.22815,2.634,2.94965,0.00055,0.00055,0.00055
7,78.2905,1.39563,1.67354,2.19047,0.31837,0.24249,0.23052,0.14466,2.15285,2.55018,2.8664,0.00046,0.00046,0.00046
8,86.6728,1.33191,1.58717,2.12622,0.3168,0.27826,0.2501,0.14767,2.15683,2.49525,2.86152,0.00037,0.00037,0.00037
9,94.9547,1.30657,1.50683,2.10378,0.36104,0.28206,0.2782,0.16515,2.12473,2.37549,2.79362,0.00028,0.00028,0.00028
10,103.215,1.28116,1.46341,2.0578,0.41709,0.27389,0.2778,0.1673,2.08412,2.38191,2.74292,0.00019,0.00019,0.00019
