round,training_set_size,verified_samples_added,unlabeled_pool_size_at_round_start,total_detections,rejected_count,undetected_count,remaining_pool_size,unlabeled_pool_remaining,mAP50,mAP50-95,precision,recall,f1_score,fitness,inference_time_ms,round_training_time_seconds,cumulative_training_time_seconds
1,709,0,2836,,,,2836,0,0.4477569107605015,0.26697954180579686,0.5583090906482793,0.41334862917884563,0.47501562035366385,0.0,0.0,0.0,0.0
2,1983,1274,1562,1857,548,1192,1562,0,0.6693776847281133,0.4574879853127988,0.7854159238489968,0.5704345453305136,0.6608816910131263,0.0,0.0,0.0,0.0
3,2654,671,891,1370,671,522,891,0,0.7425038600932342,0.506231182830279,0.8410851258454175,0.6296927394669165,0.7201973996338409,0.0,0.0,0.0,0.0
4,2861,207,684,640,427,380,684,0,0.8095896994723174,0.5708122785441974,0.8975859310532008,0.7123563853977911,0.7943155017360936,0.0,0.0,0.0,0.0
5,3021,160,524,456,294,317,524,0,0.82058765133819,0.5807584367447147,0.8719644303548275,0.7430740531634996,0.8023761044587037,0.0,0.0,0.0,0.0
