round,training_set_size,verified_samples_added,unlabeled_pool_size_at_round_start,total_detections,rejected_count,undetected_count,remaining_pool_size,unlabeled_pool_remaining,mAP50,mAP50-95,precision,recall,f1_score,fitness,inference_time_ms,round_training_time_seconds,cumulative_training_time_seconds
1,709,0,2836,,,,2836,0,0.18792763864077452,0.09248634675811288,0.31665569918559344,0.17490263551002988,0.22534015772970528,0.0,0.0,0.0,0.0
2,1096,387,2449,477,89,2361,2449,0,0.24581062458994313,0.14007418454615864,0.3967814612500289,0.22845310499359794,0.2899582387808842,0.0,0.0,0.0,0.0
3,1297,201,2248,319,118,2130,2248,0,0.3095183806845759,0.1809471897002178,0.45601746691051254,0.28941928083653434,0.35410180064512786,0.0,0.0,0.0,0.0
4,1539,242,2006,496,251,1776,2006,0,0.3912055757194227,0.24175667100873702,0.5600389333664244,0.34477673670392894,0.4268016177443334,0.0,0.0,0.0,0.0
5,1872,333,1673,751,400,1371,1673,0,0.5120017243952456,0.3070298346000267,0.6509106286762452,0.4501549542277169,0.5322310474645846,0.0,0.0,0.0,0.0
