round,training_set_size,verified_samples_added,unlabeled_pool_size_at_round_start,total_detections,rejected_count,undetected_count,remaining_pool_size,unlabeled_pool_remaining,mAP50,mAP50-95,precision,recall,f1_score,fitness,inference_time_ms,round_training_time_seconds,cumulative_training_time_seconds
1,709,0,2836,,,,2836,0,0.5553883173187363,0.342054047795233,0.6261866534025661,0.5148083088887373,0.5650613766769125,0.0,0.0,0.0,0.0
2,2263,1554,1282,2137,538,923,1282,0,0.7672659958827037,0.5284253158576039,0.8746587777392754,0.6607298177437267,0.7527907091452928,0.0,0.0,0.0,0.0
3,2827,564,718,1123,527,393,718,0,0.8329859684471758,0.5853502292791676,0.890069730216803,0.7382279663845128,0.807069086015228,0.0,0.0,0.0,0.0
4,3010,183,535,502,313,309,535,0,0.8076859412719118,0.5470083705212896,0.8720300558535578,0.7060679777853114,0.7803222423194943,0.0,0.0,0.0,0.0
5,3102,92,443,465,372,212,443,0,0.86066421937724,0.6119974856979393,0.896495377899664,0.7637399439117574,0.8248099780062502,0.0,0.0,0.0,0.0
