round,image_id,method,hfs_score,processing_time_seconds,output_path,model_name
1,DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0,gradcam,0.2377343624830246,0.5285828113555908,explanations\yolov8n\incremental_round_1\gradcam\DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_1\weights\best.pt
1,DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0,lrp,0.44669708609580994,0.8914122581481934,explanations\yolov8n\incremental_round_1\lrp\DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0_lrp.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_1\weights\best.pt
1,DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0,shap,0.1759859174489975,1.312007188796997,explanations\yolov8n\incremental_round_1\shap\DSC_0004_JPG_jpg.rf.93ef727754ba381445536c24771b54c0_shap.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_1\weights\best.pt
1,DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406,gradcam,0.840864896774292,0.4866821765899658,explanations\yolov8n\incremental_round_1\gradcam\DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_1\weights\best.pt
1,DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406,lrp,0.7024407982826233,0.8922946453094482,explanations\yolov8n\incremental_round_1\lrp\DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406_lrp.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_1\weights\best.pt
1,DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406,shap,0.1748959869146347,1.262244701385498,explanations\yolov8n\incremental_round_1\shap\DSC_0005_JPG_jpg.rf.70e7de82e02f1563307b8fb070907406_shap.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_1\weights\best.pt
1,DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034,gradcam,0.7215107083320618,0.5012257099151611,explanations\yolov8n\incremental_round_1\gradcam\DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_1\weights\best.pt
1,DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034,lrp,0.3124135434627533,0.6952252388000488,explanations\yolov8n\incremental_round_1\lrp\DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034_lrp.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_1\weights\best.pt
1,DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034,shap,0.25179746747016907,1.251882553100586,explanations\yolov8n\incremental_round_1\shap\DSC_0006_JPG_jpg.rf.14910eaedde50b39800603759b01d034_shap.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_1\weights\best.pt
1,DSC_00181_JPG_jpg.rf.6f1852384072903dd86f6b68003625ea,gradcam,0.40205055475234985,0.5434978008270264,explanations\yolov8n\incremental_round_1\gradcam\DSC_00181_JPG_jpg.rf.6f1852384072903dd86f6b68003625ea_gradcam.png,C:\Users\manig\Downloads\yolo-improvement-detection-moderation-paper\runs\yolov8n\incremental_round_1\weights\best.pt
