epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,36.9134,1.1911,1.23335,1.92165,0.50918,0.34262,0.36826,0.21388,1.95165,2.52315,2.53008,0.00033,0.00033,0.06733
2,48.7755,1.21827,1.2876,1.92728,0.51748,0.37332,0.37613,0.231,1.82364,2.22597,2.4198,0.000603633,0.000603633,0.0342703
3,61.1659,1.24836,1.30145,1.92449,0.52177,0.3796,0.3905,0.22714,1.91564,2.23665,2.51869,0.000817267,0.000817267,0.0011506
4,74.4709,1.20533,1.27897,1.91236,0.43743,0.39596,0.38106,0.23823,1.80095,2.97573,2.41178,0.00073,0.00073,0.00073
5,86.959,1.20597,1.23977,1.89964,0.47601,0.38964,0.39179,0.23773,1.83387,2.19503,2.43515,0.00064,0.00064,0.00064
6,99.4117,1.18158,1.20569,1.85818,0.57566,0.38981,0.43173,0.26248,1.7604,2.0746,2.29544,0.00055,0.00055,0.00055
7,112.1,1.13949,1.12479,1.82683,0.53346,0.45313,0.45348,0.27784,1.70995,1.89404,2.26993,0.00046,0.00046,0.00046
8,124.856,1.09646,1.08651,1.77435,0.59648,0.42618,0.46072,0.28704,1.71653,1.96421,2.30026,0.00037,0.00037,0.00037
9,137.409,1.08068,1.06367,1.77042,0.68245,0.4456,0.50105,0.30738,1.68504,1.79693,2.23905,0.00028,0.00028,0.00028
10,149.926,1.04703,1.00409,1.73963,0.68636,0.4564,0.53094,0.32796,1.64439,1.76946,2.20201,0.00019,0.00019,0.00019
